Security Id,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,Business_Summary,Market_Cap,Exchange
HINDUNILVR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,"Hindustan Unilever Limited, a consumer good company, manufactures and sells food, home care, personal care, and refreshment products in India and internationally. It operates through the Home Care, Beauty and Wellbeing, Personal Care, Foods, and Other segments. The Home Care segment offers detergent bars, detergent powders, detergent liquids, and scourers. Its Beauty and Wellbeing segment provides skin care and hair care products. The Personal Care segment offers skin cleansing, oral care, and deodorants. Its Food segment provides culinary products, such as tomato based products, fruit based products, soups, etc., as well as tea, coffee, lifestyle nutrition, ice-cream, and frozen desserts. The Other segment engages in export and consignment activities. The company is also involved in beauty salons, job work, real estate, and discharge trust business. Hindustan Unilever Limited was founded in 1888 and is headquartered in Mumbai, India.",5017811025920.0,NS
HINDPETRO,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,"Hindustan Petroleum Corporation Limited, together with its subsidiaries, engages in the refining and marketing of petroleum products in India and internationally. It operates through Downstream Petroleum and All Other segments. The company offers light distillates, including liquefied petroleum gas, motor spirits, naphtha, hexane, propylene, and solvents; and middle distillates, such as high-speed diesel, superior kerosene oil, light diesel oil, aviation turbine fuels, mineral turpentine oil, jute batching oil, and lube and turbine oil base stocks. It also provides heavy distillates, including bitumen, furnace oil, and low sulphur heavy stock; and compressed natural gas, lubes and greases, biofuel blended fuels, and petrochemicals. In addition, the company engages in the exploration and production of hydrocarbons; provision of management services for exploration and production blocks; manufacture of ethanol and sugar; generation of power from bagasse; trading in refined oil products; operation and maintenance of liquefied natural gas regasification terminals; production and distribution of green energy from wind and solar power plants; retail through petroleum pumps; distribution of LPG products; direct sales; and operation of natural gas pipelines, EV charging stations, and battery swapping facilities. It exports its products. The company was founded in 1910 and is headquartered in Mumbai, India. Hindustan Petroleum Corporation Limited is a subsidiary of Oil and Natural Gas Corporation Limited.",743354793984.0,NS
HINDOILEXP,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,"Hindustan Oil Exploration Company Limited, together with its subsidiaries, engages in the exploration, development, and production of onshore and offshore crude oil and natural gas in India. It also provides oil field equipment and services. The company was incorporated in 1983 and is based in Chennai, India.",17347674112.0,NS
HINDZINC,Commodities,Metals & Mining,Non - Ferrous Metals,Zinc,"Hindustan Zinc Limited explores for, extracts, and processes minerals in India, rest of Asia, and internationally. It operates through two segments, Zinc, Lead, Silver & Others; and Wind Energy. The company produces refined zinc and lead, precious metals, and silver; sulphuric acid; rock-phosphate; and metals and related alloys. It also operates captive thermal, wind and solar power, and waste heat recovery boiler power plants. In addition, the company offers di ammonium phosphate/nitrogen, phosphorus, and potassium fertilizers. The company was incorporated in 1966 and is based in Udaipur, India. Hindustan Zinc Limited is a subsidiary of Vedanta Limited.",2271531237376.0,NS
HISARMETAL,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,"Hisar Metal Industries Limited manufactures and sells cold rolled precision stainless steel strips, stainless steel welded tubes and pipes, and stainless steel plumbing pipes and fittings in India. It also exports its products. Hisar Metal Industries Limited was incorporated in 1990 and is based in Hisar, India.",778571968.0,NS
HINDWAREAP,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware,"Hindware Home Innovation Limited engages in the manufacturing, selling and trading of building products, consumer appliances in India. The company offers kitchen appliances comprising chimneys, cooking range, food waste disposers, cooktops, dishwashers, kitchen sinks, water purifiers, built-in microwaves, and ovens and hobs; storage, instant, gas, heat pump water heaters; desert, personal, and window air coolers, as well as ceiling and pedestal fans. It also provides building products consisting of sanitary ware, including water closets, wash basins, squatting pans, and urinals; faucets, such as bathroom, kitchen, and sensor faucets, diverters, showers, and thermostats; wellness products comprising bath-tub, shower enclosures, massage tubs, and steam generators; glazed vitrified, ceramic, vitrified, adhesives tiles; plastic pipes and fittings, which include CPVC, UPVC, PVC, SWR, column, and multi-layer composite pipe, as well as overhead water storage tanks and bath fittings; and allied products, such as concealed cisterns, seat covers, PVC cisterns, and bidet attachments. The company offers its products under Hindware, Hindware Italian Collection, Queo, Truflo by Hindware, Hindware Smart Appliances, Hindware Atlantic, and FGV By Hindware brand name. The company was formerly known as Somany Home Innovation Limited and changed its name to Hindware Home Innovation Limited in May 2022. Hindware Home Innovation Limited was incorporated in 2017 and is based in Gurugram, India.",16998853632.0,NS
POWERINDIA,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,"Hitachi Energy India Limited offers products, projects, and services for electricity transmission and related activities in India and internationally. The company is involved in engineering, integration, installation, commissioning, and support of project and services, and design, manufacturing, configuration, and supply of system, equipment, devices, and accessories products. It also manufactures and sells electric motors, generators, transformers, and electricity distribution and control apparatus, as well as projects and services related electrical equipment. In addition, the company offers cable accessories, capacitors and filters, communication networks, cooling systems, disconnectors, energy storage, flexible AC transmission system, generator circuit breakers, high voltage switchgear and breakers, insulation and components, power conversion, semiconductors, surge arresters, and transformers. Further, it provides cybersecurity, digitalization, and power quality solutions, as well as substation automation, protection, and control services; and substations and electrifications solutions. Additionally, the company offers asset and work management, energy portfolio management, and grid and generation management software. It serves utility and industry customers. The company was formerly known as ABB Power Products and Systems India Limited and changed its name to Hitachi Energy India Limited in November 2021. Hitachi Energy India Limited was incorporated in 2019 and is headquartered in Bengaluru, India. Hitachi Energy India Limited is a subsidiary of Hitachi Energy Ltd.",1114018545664.0,NS
HITECHCORP,Industrials,Capital Goods,Industrial Products,Packaging,"Hitech Corporation Limited engages in rigid plastic packaging solution business in India. The company offers bottles, cans, caps and closures, custom enhancement, drums, jars, and pails for paints and coatings, lubricants, construction and specialty chemicals, agrochemicals, food and beverage and personal care, home care, pharmaceuticals, food and beverages, health care, and oils, and lubricants. The company was formerly known as Hitech Plast Limited and changed its name to Hitech Corporation Limited in May 2017. Hitech Corporation Limited was incorporated in 1991 and is headquartered in Mumbai, India. Hitech Corporation Limited is a subsidiary of Geetanjali Trading and Investments Private Limited.",2351525120.0,NS
HONASA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,"Honasa Consumer Limited operates as a digital beauty and personal care company in India and internationally. The company provides body and baby care, skin and hair care, color cosmetics, other related personal care under Mamaearth, The Derma Co., Aqualogica, Ayuga, Staze and Dr. Sheth's brands. It offers beauty salon and hair styling services under the BBlunt brand; and operates Momspresso, a content development and influencer marketing platform. The company was formerly known as Honasa Consumer Private Limited and changed its name to Honasa Consumer Limited in November 2022. Honasa Consumer Limited was incorporated in 2016 and is based in Gurugram, India.",91607326720.0,NS
HONAUT,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,"Honeywell Automation India Limited manufactures and sells industrial process control and automation systems in India and internationally. The company offers environmental and combustion controls, sensing and control solutions, and engineering services for the automation and control fields. It also provides building solutions, including ground lighting, video analytics software, after-sales services, and maintenance plans for various control systems. In addition, the company builds management systems, such as controllers, field devices, and software solutions for healthy buildings and heating, ventilation, and air conditioning applications across various sectors, including pharmaceuticals, healthcare, government infrastructure, IT parks, residential complexes, industrial spaces, and hospitality sectors. Further, the company offers sensing solutions, such as pressure switches, airflow sensors, humidity and temperature sensors, and oxygen and breath sensors for the transportation, medical and healthcare, and defense and aerospace industries. Additionally, it provides for the trading of sensing, measurement, and control equipment, and provides installation, engineering, and repair and maintenance services for industrial control and automation systems. Honeywell Automation India Limited was incorporated in 1984 and is headquartered in Pune, India. Honeywell Automation India Limited is a subsidiary of Hail Mauritius Limited.",258741010432.0,NS
HONDAPOWER,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,"Honda India Power Products Limited engages in the manufacture, marketing, and sale of portable generators, water pumps, general purpose engines, lawn mowers, brush cutters, hand tools, portable gensets, tillers, and marine engines in India and internationally. It also markets fishery products comprising long tail outboard motors. In addition, it provides agriculture products, including reapers, HTP sprayers, and power weeder; and ploughs, manure spreaders, seeders, and harrows, as well as other machineries for soil preparation, planting, and fertilizing, harvesting, and threshing; and power weeder. In addition, the company offers light construction products, such as concrete cutter and vibrator, plate and reversible plate compactor, power trowel, and welder. Further, it provides generator synchronization and AMF panel, power generators, motor generator sets, engines, turbines, pumps, compressors, taps, valves, and chargeover and remote switches. The company was formerly known as Honda Siel Power Products Limited and changed its name to Honda India Power Products Limited in July 2020. Honda India Power Products Limited was incorporated in 1985 and is headquartered in Gautam Buddha Nagar, India. Honda India Power Products Limited is a subsidiary of Honda Motor Co., Ltd.",20940369920.0,NS
HUDCO,Financial Services,Financial Services,Finance,Financial Institution,"Housing and Urban Development Corporation Limited provides loans and financing for housing and urban development projects in India. The company offers term loans for state government agencies and their parastatals, such as development authorities, housing boards, urban local bodies, water supply, sewerage boards, and roads and bridges development corporations, as well as implementing agencies comprising state government bodies, co-operative societies, corporate borrowers, joint sectors, and retail. It also provides financing for infrastructure projects in the sectors of water supply; sewerage; drainage; solid waste management; roads and transport; power generation, transmission, distribution, and renovation; emerging sector; smart city; and social infrastructure projects, as well as commercial infrastructure projects, including office buildings spaces, business/trade centres, shopping malls, market complexes, theatres/multiplexes/entertainment centres, hotels, guest houses, terminal markets, multilevel parking, tourist centres, etc. In addition, the company offers research and training services, such as training capacity; research facilitation; partnership and networking; and documentation, dissemination, and publication. The company was incorporated in 1970 and is headquartered in New Delhi, India.",358059835392.0,NS
HPL,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,"HPL Electric & Power Limited manufactures and sells electric equipment under the HPL brand in India. It offers digital panel and energy, multi-function, load managers, demand controllers, power quality, projection, dual source energy, HTCT, and keypad based prepaid energy meters; power factor control and regulators; meter cover boxes; and data acquisition and billing solutions. The company also provides edeno, smarts, tuff modular switches; LED lighting products, including bulbs, tube lights, panel lights, downlights, spotlights, strip, street lights, floodlights, and decorative lights, as well as boilers and petrol pump, high bay, box type LED, weatherproof, and well glass lights; and smarter accessories, such as angle and batten holder, multi plug, ceiling rose, plug top, extension cord, power strip and spike guards, door bells, O-protect, and DP switches, as well as sockets and support modules. In addition, it offers air circuit breakers, MCCB products, automatic transfer switches, changeover switches, control and fuse gears, motor starters, isolators, SFU and offload changeover, panels and enclosures, visual cutoff switch, and fuses and fuse base; and MCB, RCCB, RCBO, MCB changeover, ACCL 1 phase and 3 phase, and distribution boards. Further, the company provides domestic and industrial wires; specialty cables, including data networking, CCTV, fire alarm, low induction, instrumentation, and hybrid cables; power cables such as multi core telephone, networking, and fire survival; and control cables, such as submersible and ZHFR. Additionally, it offers ceiling, portable, ventilation, and farata fans; and solar products. It serves institutional, commercial, and residential customers; power utilities; and government agencies through dealers and distributors. The company also exports its products to approximately 42 countries. HPL Electric & Power Limited was incorporated in 1992 and is based in Sonipat, India.",19045806080.0,NS
HUBTOWN,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects","Hubtown Limited engages in the development and construction of real estate projects in India. The company develops residential and commercial, IT, industrial, and infrastructure projects, as well as build operate transfer projects. It is also involved in security plates, education research, and infrastructure facilities businesses. The company was formerly known as Ackruti City Limited and changed its name to Hubtown Limited in November 2011. Hubtown Limited was incorporated in 1989 and is based in Mumbai, India.",28015124480.0,NS
HUHTAMAKI,Industrials,Capital Goods,Industrial Products,Packaging,"Huhtamaki India Limited manufactures and sells of flexible consumer packaging and labelling solutions in India. It provides flexible packaging materials, pouches, and label for food and beverages, coffee, petfood, barrier protection, retort applications, healthcare, and industrial markets. The company also offers labels, including anti-counterfeit solutions, such as transfer, tamper-proof seal, backside printing and numbering, variable data, and hologram labels; functional labels comprising hanger, reclosable, braille, high and low-temperature resistant labels, and squeezable wrinkle-free labels for tubes and pouches; dome, metallic gold and silver printed, digital printed, tactile labels, and ultra-clear films; two and three-layer, and booklet labels; and shrink sleeves, and low migration and in-mould labels. In addition, it involves in laser engraving; supply of engraved cylinders; and offers mono-material products under the blueloop brand name. The company was formerly known as Huhtamaki PPL Limited and changed its name to Huhtamaki India Limited in November 2020. Huhtamaki India Limited was founded in 1935 and is based in Thane, India. Huhtamaki India Limited operates as a subsidiary of Huhtavefa BV.",12529844224.0,NS
HYUNDAI,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,"Hyundai Motor India Limited engages in the manufacture and sale of passenger vehicles and parts in India and internationally. The company offers passenger vehicle models across sedans, hatchbacks, sports-utility vehicles (SUVs) and battery electric vehicles (EVs). The company provides motor vehicles, engine, and transmission and other parts, as well as provides related after-sales activities, and engineering services. It also exports its products to Latin America, Africa, the Middle East, and Europe. The company was incorporated in 1996 and is based in Gurugram, India. Hyundai Motor India Limited is a subsidiary of Hyundai Motor Company.",1617281810432.0,NS
HOMEFIRST,Financial Services,Financial Services,Finance,Housing Finance Company,"Home First Finance Company India Limited operates as a housing finance company in India. It offers home, self-construction, renovation, mortgage, shop, and resale, as well as top-up loans. The company also offers loans through mobile application. It serves salaried professionals, self-employed individuals, and small business owners, as well as corporates. The company was incorporated in 2010 and is headquartered in Mumbai, India.",102546817024.0,NS
ICICIBANK,Financial Services,Financial Services,Banks,Private Sector Bank,"ICICI Bank Limited, together with its subsidiaries, engages in the provision of various banking and financial services to retail and corporate customers in India and internationally. The company operates through Retail Banking, Wholesale Banking, Treasury, Other Banking, Life Insurance, General Insurance, and Others segments. It offers savings, salary, pension, current, trade, escrow, foreign currency, and vostro accounts, as well as time, fixed, recurring, and security deposits. The company also provides home, car, two-wheeler, personal, education, gold, and commercial business loans, as well as loans against securities, shares, mutual funds, and property; working capital finance, term loans, collateral free loans, loans without financials, finance for importers and exporters, and overdraft facilities, as well as loans for new entities and card swipes; and credit, debit, prepaid, travel, forex, and corporate cards. In addition, it offers pockets wallet; fixed income products; investment products, such as mutual funds, gold monetization schemes, initial public offerings, and other online investment services; and agri and rural business, farmer finance, tractor loans, and micro banking services. Further, the company provides portfolio management, trade, foreign exchange, locker, private and NRI banking, and cash management services; family wealth and demat accounts; commercial and investment banking, capital market, custodial, and institutional banking services; general, life health, personal accident, fire, travel, and motor insurance products; and internet, mobile, and phone banking services. Additionally, it offers securities investment, broking, trading, and underwriting services; and merchant banking, trusteeship, housing finance, pension fund management, asset management, investment advisory, points of presence, and private equity/venture capital fund management services. The company was founded in 1955 and is headquartered in Mumbai, India.",9228001476608.0,NS
ICICIGI,Financial Services,Financial Services,Insurance,General Insurance,"ICICI Lombard General Insurance Company Limited provides various general insurance products and services in India. The company primarily offers fire, marine, cargo, engineering, aviation, public/product liability, employee group, workmen's compensation, cyber, personal accident, and travel insurance solutions. It also provides credit, crop, cattle, weather, mass health, and motor, as well as home insurance solutions. In addition, the company offers underwriting and claims, customer relationship, technology, operations, finance and accounts, human resources, legal and compliance, actuarial, marketing, business analytics, administration, secretarial, and fraud control, as well as reinsurance solutions. It serves its customers comprising individuals, corporates, state and central governments, government-owned enterprises, and rural customers, as well as micro, small, and medium enterprises through agents, brokers, bancassurance, tele-sales, direct alliances, motor insurance service providers, and online platforms. The company was incorporated in 2000 and is based in Mumbai, India. ICICI Lombard General Insurance Company Limited is a subsidiary of ICICI Bank Limited.",913216110592.0,NS
HLEGLAS,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,"HLE Glascoat Limited manufactures and sells carbon steel glass lined equipment in India and internationally. It operates through Filtration, Drying and Other Equipment; Glass Lined Equipment; and Heat Transfer Equipment segments. The Filtration, Drying and Other Equipment segment offers agitated nutsche filter-dryers, rotary vacuum paddle dryers, kilo-lab filter dryers, rapid disc dryer-coolers, orbicular dryers, and other chemical process equipment, as well as related spares and accessories. Its Glass Lined Equipment segment produces reactors, heat exchangers, storage vessels and receivers, storage tanks, columns, agitators, valves, pipes and fittings, and other similar equipment, as well as related spares and accessories. The Heat Transfer Equipment segment manufactures shell and tube, corrugated, spiral, plate heat, and box type heat exchangers; and condensing systems. It also offers exotic metal and cGMP pharma model products. The company serves the pharmaceutical, agrochemicals; specialty and fine chemicals; dyes, pigments, and intermediates; paints and coatings; bulk chemicals; active pharmaceutical ingredients; nutraceutical; food and food flavours; oil and gas; mineral processing; aerospace; marine; petrochemicals; fertilizers; steel; paper; and textile industries. The company was formerly known as Swiss Glascoat Equipments Limited and changed its name to HLE Glascoat Limited in December 2019. HLE Glascoat Limited was founded in 1981 and is based in Anand, India.",19891836928.0,NS
ICICIPRULI,Financial Services,Financial Services,Insurance,Life Insurance,"ICICI Prudential Life Insurance Company Limited provides life insurance, annuity, pension, and health insurance products to individuals and groups in India. The company offers term, savings, unit linked, guaranteed return, child education, and retirement insurance plans; and pension fund management services. It distributes its products through individual and corporate agents, banks, and brokers, as well as through its sales force and website. The company was incorporated in 2000 and is based in Mumbai, India. ICICI Prudential Life Insurance Company Limited is a subsidiary of ICICI Bank Limited.",852814921728.0,NS
IDEAFORGE,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"ideaForge Technology Limited engages in the manufacture and marketing of unmanned aerial vehicle (UAV) systems for security and surveillance applications in India and internationally. The company provides BlueFire Touch, a ground control software for controlling and managing UAVs and autopilot subsystems; and BlueFire Live, a live streaming and payload control software, as well as autopilot and related software and artificial intelligence. It also offers Unmanned Aerial Vehicles, such as NETRA V4PRO, Q4i, Q6, NETRA V4+, SWITCH, NETRA 5, SWITCH V2, UAV- ZOLT tactical class, and YETI, a long-range logistics UAV; surveillance payloads - daylight sensors, thermal sensors, day and night integrated sensors, photogrammetry payloads, megaphones, LiDAR, Hyperspectral payloads, Multispectral payloads, synthetic aperture radar payload, and delivery payloads; and battery systems, communication systems, ground control stations, packaging systems, and other products. In addition, the company provides after-sales services, including training, product support, extended warranties, repairs and fleet maintenance, expert consulting, etc. ideaForge Technology Limited was incorporated in 2007 and is based in Navi Mumbai, India.",18727657472.0,NS
ICRA,Financial Services,Financial Services,Capital Markets,Ratings,"ICRA Limited operates as an independent and professional investment information, and credit rating agency in India and internationally. The company operates through Ratings and Ancillary Services; and Research and Analytics segments. It offers research, and industry and economic research; data management and analytics, cash flow waterfall modelling, model validation and testing, credit risk analysis, and business transformation; market data and risk consulting services; and management consulting, and outsourcing and information services. The company also provides credit rating services for various issuers including manufacturing, service, non-banking finance, and infrastructure companies, as well as bank and financial institutions, municipal and other local bodies, state government, and small and medium sector entities; and financial sector ratings, which includes term loans, debentures, public deposits, working capital demand loans, cash credit from banks, commercial paper, mibor-linked loans, and others. It offers structured finance ratings for assessment of risk associated with individual components of structured instruments, including asset-backed securitization, collateralized debt obligation, mortgage backed securitization, future flow transaction, and partial guarantee structures; and infrastructure sector ratings to debt programs of issuers in power, roads, telecommunication, and other infrastructure related sectors. The company also provides other ratings, which includes mutual funds, public finance, infrastructure expected loss, infrastructure investment trust, independent credit evaluation, and market liked debenture. It offers credit perspectives detailed analysis, including key rating consideration, rating sensitivity factor, rating rationale, company profile, business update and outlook, financial update and outlook, etc.; and software solutions. ICRA Limited was incorporated in 1991 and is headquartered in Gurugram, India.",50446458880.0,NS
IFGLEXPOR,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,"IFGL Refractories Limited manufactures, trades in, and sells refractory items and related equipment and accessories used in steel plants in India and internationally. The company provides specialized refractories and total refractory solutions primarily for iron and steel. It offers iron and steel solutions, such as raker plate, granshot tundish, desulphurisation lances, torpedo, basic oxygen furnance, electric arc furnance, electric steel making, ladle, tundish, and fluxes. The company also provides ceramics products, including round hole filters, hipercast, EXHOF feeder heads, and SiC-DC casting. In addition, it offers continuous casting refractories, slide gate refractories, monolithics, precast shapes, zircon and zirconia nozzles, casting flux, and mechanism section. The company was formerly known as IFGL Exports Limited and changed its name to IFGL Refractories Limited in October 2017. IFGL Refractories Limited was founded in 1979 and is headquartered in Kolkata, India. IFGL Refractories Limited is a subsidiary of Bajoria Financial Services Private Limited.",10546544640.0,NS
IFBIND,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,"IFB Industries Limited, together with its subsidiaries, manufactures and trades in home appliances in India and internationally. It operates through the Engineering, Home Appliances, Motor, and Steel segments. Its products include laundry solution, such as front and top load washing machine, washer dryer refresher, and clothes dryer; kitchen solutions, including refrigerators, microwave, dishwasher, and chimney, as well as built in hob, oven, and appliances; air conditioners; stabilizer; accessories; modular kitchens; laundromatique; tumble dryers and dryers; ironers; and industrial laundry and dish care. The company also offers press tools and dies, fine blanked components, motors, and cold rolled steel strips. The company was formerly known as Indian Fine Blanks Limited. IFB Industries Limited was incorporated in 1974 and is based in Kolkata, India.",41803726848.0,NS
IGPL,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,"I G Petrochemicals Limited engages in the manufacture and sale of organic and inorganic chemicals in India and internationally. The company offers phthalic anhydride that is used in the manufacture of plasticizers, alkyd resins and paints, unsaturated polyester resins, and CPC pigments; and maleic anhydride, an organic compound used in the production of spandex, unsaturated polyester resins, lubricating oil additives, personal care products, water treatment detergents, and insecticides and fungicides. It also provides benzoic acid, an organic compound used in the manufacture of perfumes, dyes, insect repellants, food preservatives and personal care product; and diethyl phthalate used in the production of incense sticks, perfumes, alcohol denaturant, cosmetics formulation, solvent for fragrances, a surface lubricant in food and pharmaceutical packaging and tube used for medical purpose. In addition, its products are also used in varnishing and painting, solid rocket propellants, insecticides, as a camphor substitute, as a solvent for nitro cellulose, oling of textile fabrics, paper varnishes, floor covering, and plastic packaging films. I G Petrochemicals Limited was incorporated in 1988 and is based in Mumbai, India.",11689015296.0,NS
IGARASHI,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,"Igarashi Motors India Limited manufactures and sells electric micro motors and motor components in India, the United States, Japan, Germany, Hong Kong, and internationally. The company operates through two segments, Automotive and Non-automotive. Its products include ceiling fans; and electrical, general purpose, and special purpose machinery and equipment. The company was formerly known as CG Igarashi Motors Limited and changed its name to Igarashi Motors India Limited in July 2003. The company was incorporated in 1992 and is based in Chennai, India. Igarashi Motors India Limited operates as a subsidiary of Agile Electric Sub Assembly Private Limited.",9991754752.0,NS
IIFLCAPS,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,"IIFL Capital Services Limited provides capital market services in the primary and secondary markets in India. The company offers an investment and trading platform for equities, commodities, currency, and margin trade funding; investment solutions, including equity, debt, alternative investment funds, insurance, and others; and equity, debt, commodities, and currency broking, as well as corporate access, research, depository participant services, and merchant banking. It also provides investment banking services consisting of initial public offerings, qualified institutional placement, right issues, preferential placement, follow-on public offer, buybacks of share, tender offers, and delisting services; and private equity advisory services, and mergers and acquisitions. In addition, the company distributes third-party financial products, such as mutual funds, insurance, portfolio management services, alternate investment funds, fixed income, and healthcare and wellness products. Further, it operates a mobile trading application under the IIFL Markets brand name. It serves institutional and non-institutional investors, foreign portfolio investors, private equity funds, mutual funds, insurance companies, pension funds, corporates, alternative investment funds, trusts, high net-worth and ultra-high net-worth individuals, and affluent investors. The company was formerly known as IIFL Securities Limited and changed its name to IIFL Capital Services Limited in November 2024. IIFL Capital Services Limited was incorporated in 1996 and is based in Mumbai, India.",88767922176.0,NS
IIFL,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),"IIFL Finance Limited, a non-banking financial company, provides financial services in India and internationally. The company offers home and gold loans; business loans, including business loans for manufacturers, women, and e-commerce; loans to micro, small, and medium enterprises; loans against securities; and digital finance loans, as well as supply chain finance. It also provides construction and real estate financing; capital market financing; and lending, investment, and wealth management services. The company was formerly known as IIFL Holdings Limited and changed its name to IIFL Finance Limited in May 2019. IIFL Finance Limited was incorporated in 1995 and is headquartered in Mumbai, India.",207872671744.0,NS
IKIO,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,"IKIO Technologies Limited designs, develops, and produces light emitting diode (LED) lighting and energy solutions in India. The company offers ODM for LED lights, switches and hardware components, LED refrigeration lights and controls, recreational vehicle components, and LED drivers. It also provides LED lighting, which includes lights, fittings, fixtures, accessories, and components; lighting solutions, including lights, drivers, and controls, to commercial refrigeration equipment manufacturers; non-lighting solutions, such as solar panels, ABS pipes, IPS controllers, rotary switches, fan regulators and assembly, lithium battery, USB chargers; and other products, including client-designed fan regulators, light strips, mouldings, and other components and spares. Its equipment and systems are used in various industries, including residential, industrial, and commercial lighting. The company was formerly known as IKIO Lighting Limited and changed its name to IKIO Technologies Limited in March 2025. IKIO Technologies Limited was incorporated in 2016 and is based in Noida, India.",9539545088.0,NS
BAJAJINDEF,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,"Indef Manufacturing Limited provides material handling solutions in India. It also manufactures, sells, distributes and markets mechanical hoists, ergonomic handling solutions, overhead crane, EOT crane, electric chain hoists and wire rope hoists, stackers, and storage and retrieval solutions. The company serves the oil and gas, engineering, auto and auto ancillary, cement, metals, and other industries. Indef Manufacturing Limited was incorporated in 2022 and is headquartered in Navi Mumbai, India.",7585280000.0,NS
INDGN,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology","Indegene Limited operates as a digital-first life sciences commercialization company in India, the United States, Europe, and internationally. It operates through three segments: Enterprise Medical Solutions, Enterprise Commercial Solutions, Omnichannel Activation & Others. The company develops biotech and medical device for biopharmaceutical, emerging biotech, and medical device companies. It also offers enterprise commercial, medical, and clinical solutions; and omnichannel activation solutions. In addition, the company operates NEXT technology platforms. Further, it provides analytics, technology, commercial, medical, regulatory, and safety services to life science and healthcare organizations. Indegene Limited was incorporated in 1998 and is based in Bengaluru, India.",108815589376.0,NS
INDIAGLYCO,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,"India Glycols Limited, a green petrochemical company, manufactures and sells industrial chemicals in India. It operates through Bio-based Specialities and Performance Chemicals, Potable Spirits, and Ennature Biopharma segments. The company offers bio mono ethylene, di ethylene, and tri ethylene glycols; ethyl/butyl glycol ethers and acetates, and brake fluids; bio-polymers comprising guar and natural gums; biofuels; specialty chemicals, such as plasticisers, oil fields chemicals, bio-amines, methyl soyate, MDEA and MDEA derivatives, bio-potash granules, and C-Smart specialty products; molasses and grain based extra neutral alcohol; and specialty gases, including industrial and medical oxygen, food grade and industrial carbon dioxide, liquid argon and nitrogen, ethylene oxide, and bio ethylene oxide. It also provides Indian made foreign liquor, such as whiskey under Soulmate Blu and Single Reserve brands; vodka under Amazing brand; and rum under Zumba and Beach House XXX brands, as well as economy spirits under Bunty brand, and branded country liquor. In addition, the company offers natural active pharmaceutical ingredients, nutraceuticals, standardized botanical extracts, and nicotine derivatives. Further, its products find applications in pharma and healthcare; textiles; automotive; personal care; industrial and manufacturing; paints and coatings; oil and gas; food ingredients; packaging; potable spirits; and other various industries. The company also exports its products. The company was formerly known as UP Glycols Limited and changed its name to India Glycols Limited in August 1986. India Glycols Limited was incorporated in 1983 and is headquartered in Noida, India.",58972512256.0,NS
IPL,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,"India Pesticides Limited engages in the agri chemicals business in India. The company manufactures, sells, and distributes insecticides, fungicides, herbicide, and various agrochemical products, as well as active pharmaceutical ingredients for use in pharmaceutical drugs. The company also exports its products to approximately 35 countries. India Pesticides Limited was incorporated in 1984 and is based in Lucknow, India.",15825429504.0,NS
INDIASHLTR,Financial Services,Financial Services,Finance,Housing Finance Company,"India Shelter Finance Corporation Limited operates as a housing finance company in India. The company offers home loan, purchase and home construction loan, home renovation loan, and loan against property. The company was formerly known as Satyaprakash Housing Finance India Limited and changed its name to India Shelter Finance Corporation Limited in March 2010. India Shelter Finance Corporation Limited was incorporated in 1998 and is headquartered in Gurugram, India.",81814036480.0,NS
